Depth,N,C,S,SiO2bio,SiO2ter,OM,MM,CaCO3,TOC,TOC_N,microcharcoal,P,Na,K,Ca,Mg,Fe,Mn,Cu,Zn ,Fe_Mn,Na_K,Cu_Zn,Ca_Fe,Fe_S,erosion,Ca_Mg,TOCS,Fe_P
0.0000,2.7271,36.0308,0.9297,4.7400,14.9536,71.8464,28.1536,8.4600,35.6462,15.2496,23008.0000,1.1379,0.2282,3.7959,18.9764,3.9045,12.4795,0.0719,19.8265,157.8598,173.6256,0.0601,0.1256,1.5206,1.3423,0.4178,4.8601,38.3408,10.9673
0.0200,2.2507,31.2118,0.7653,4.1200,29.8495,61.7994,38.2006,4.2311,31.2118,16.1791,20123.0000,1.2712,0.2787,4.1221,16.2234,4.4420,13.7827,0.0688,19.7287,152.4398,200.4405,0.0676,0.1294,1.1771,1.8010,0.5451,3.6523,40.7853,10.8423
0.0400,1.8981,26.8768,0.6445,4.3400,37.4964,55.4636,44.5364,2.7000,26.6776,16.3973,27656.0000,1.6384,0.3509,5.4318,14.7125,5.2725,14.1782,0.0665,19.0367,174.4057,213.3424,0.0646,0.1092,1.0377,2.1998,0.7514,2.7905,41.3917,8.6536
0.0600,2.0397,28.8058,0.7084,4.4500,37.2509,55.3070,44.6930,2.9921,28.8058,16.4763,21125.0000,1.4738,0.3130,5.2231,15.2293,5.0299,14.1299,0.0602,19.2293,174.9823,234.6347,0.0599,0.1099,1.0778,1.9945,0.6938,3.0278,40.6616,9.5874
0.0800,2.0611,31.6027,0.7601,4.5100,29.0070,62.1630,37.8370,4.3200,31.2728,17.7017,18567.0000,1.3251,0.2897,4.9348,15.3553,4.9937,14.0685,0.0540,19.8764,176.7241,260.4892,0.0587,0.1125,1.0915,1.8508,0.6654,3.0749,41.1415,10.6166
0.1000,2.2173,32.5758,0.7879,4.6200,26.9736,64.1743,35.8257,4.2321,32.5758,17.1401,19223.0000,1.1212,0.2433,4.2231,16.2232,4.2393,13.7726,0.0547,19.4583,163.0291,251.6641,0.0576,0.1194,1.1779,1.7481,0.5366,3.8269,41.3461,12.2836
0.1200,2.2672,36.7597,0.8525,4.7100,20.1737,70.2563,29.7437,4.8600,36.4965,18.7808,17675.0000,1.0657,0.2291,3.6009,17.2740,3.9702,12.6670,0.0554,18.1903,167.9334,228.7704,0.0636,0.1083,1.3637,1.4859,0.4516,4.3509,42.8131,11.8866
0.1400,1.7243,27.5472,0.6319,3.2400,32.3112,58.1246,41.8754,6.3242,27.5472,18.6383,19457.0000,1.7820,0.3783,4.2218,17.0291,5.2121,14.5837,0.0579,18.7726,220.0029,251.9530,0.0896,0.0853,1.1677,2.3080,0.5762,3.2672,43.5957,8.1839
0.1600,1.3751,22.3548,0.6006,3.1200,40.5422,46.6178,53.3822,9.7200,22.0583,18.7154,27112.0000,2.0906,0.4220,6.8360,16.4411,7.0780,17.1117,0.0629,18.8341,224.9618,272.2385,0.0617,0.0837,0.9608,2.8492,0.8720,2.3229,36.7281,8.1851
0.1800,1.0370,18.5604,0.5382,3.0200,49.7836,38.4200,61.5800,8.7764,18.5604,20.8804,28829.0000,2.0120,0.4783,7.1223,14.5592,7.2321,18.1109,0.0678,18.7726,212.0832,266.9765,0.0672,0.0885,0.8039,3.3653,1.0188,2.0131,34.4883,9.0015
0.2000,0.8392,14.8988,0.4643,2.7800,56.7307,31.8493,68.1507,8.6400,14.5762,20.2644,28127.0000,1.7355,0.5352,8.0982,12.2908,7.7366,18.2458,0.0728,18.5619,216.9398,250.7893,0.0661,0.0856,0.6736,3.9296,1.3319,1.5887,31.3931,10.5135
0.2200,1.5471,27.3290,0.8374,3.4500,29.4848,56.8442,43.1558,10.2210,27.3290,20.6084,21002.0000,1.4372,0.4121,8.0029,18.2871,7.0091,14.0291,0.0624,19.2220,198.2983,224.8880,0.0515,0.0969,1.3035,1.6753,0.8434,2.6090,32.6343,9.7614
0.2400,1.8301,30.8657,0.9541,4.2100,19.6699,63.0161,36.9839,13.1040,30.5308,19.4629,19738.0000,0.9270,0.3076,6.5532,21.4984,6.0462,13.2434,0.0435,21.9377,174.5744,304.3745,0.0469,0.1257,1.6233,1.3880,0.6004,3.5557,31.9980,14.2867
0.2600,1.7874,27.9676,0.9549,4.0800,26.5398,57.6132,42.3868,11.7670,27.9676,18.2552,24783.0000,0.9021,0.3129,7.4595,20.2298,6.6527,15.0029,0.0413,22.4837,176.0293,363.3545,0.0419,0.1277,1.3484,1.5712,0.7131,3.0409,29.2898,16.6307
0.2800,1.7167,28.7647,0.9110,4.0200,29.0464,59.3376,40.6624,7.5960,28.3712,19.2815,16009.0000,0.7008,0.3275,8.2166,18.3084,6.8166,14.6203,0.0433,24.9595,128.1763,337.5004,0.0399,0.1947,1.2523,1.6048,0.8390,2.6858,31.1424,20.8613
0.3000,1.5268,30.4401,0.8680,3.7600,30.4101,59.0537,40.9463,6.7762,30.4401,23.2601,15738.0000,0.3238,0.2218,6.5542,12.3483,4.2982,8.0928,0.0370,18.7212,87.2982,218.5526,0.0338,0.2145,1.5258,0.9323,0.8968,2.8729,35.0678,24.9925
0.3200,1.5116,29.7198,0.8230,4.2300,34.2605,58.1975,41.8025,3.3120,29.4401,22.7222,13783.0000,0.2464,0.1756,4.9757,9.5076,3.8948,7.6266,0.0235,15.6629,57.0662,324.0305,0.0353,0.2745,1.2466,0.9266,0.9515,2.4411,35.7705,30.9524
0.3400,1.4921,28.0645,0.6776,5.2700,37.4039,53.8839,46.1161,3.4422,28.0645,21.9429,11223.0000,0.2281,0.2784,5.2294,13.4928,4.3892,8.6948,0.0289,17.0029,59.8273,300.4619,0.0532,0.2842,1.5518,1.2832,0.7335,3.0741,41.4172,38.1185
0.3600,1.4748,29.5565,0.6751,6.2300,30.0971,62.9169,37.0831,0.7560,29.2848,23.1662,14923.0000,0.3402,0.3044,7.8000,15.1934,6.4256,12.4980,0.0408,21.0233,71.2127,306.1426,0.0390,0.2952,1.2157,1.8513,0.9563,2.3645,43.3779,36.7386
0.3800,1.7311,33.8223,0.7473,7.8200,20.9313,70.3504,29.6496,0.8983,33.8223,22.7947,12334.0000,0.4782,0.2763,7.2294,17.2788,6.2291,11.7726,0.0413,19.2203,87.2812,285.1756,0.0382,0.2202,1.4677,1.5754,0.7949,2.7739,45.2608,24.6186
0.4000,1.6583,37.7961,1.3127,8.9200,18.1894,71.6306,28.3694,1.2600,37.4149,26.3224,10334.0000,0.5366,0.2327,5.1942,18.5015,4.8881,10.8459,0.0422,17.7674,157.1006,256.9937,0.0448,0.1131,1.7059,0.8262,0.5575,3.7850,28.5018,20.2136
0.4200,1.7049,36.1107,1.2890,12.3430,14.6892,71.1380,28.8620,1.8298,36.1107,24.7109,14543.0000,0.5839,0.2673,6.5543,19.2288,5.2299,13.4982,0.0473,22.8321,147.2983,285.3857,0.0408,0.1550,1.4245,1.0472,0.6267,3.6767,28.0155,23.1165
0.4400,1.7146,29.8315,0.9426,15.4300,17.6763,62.5557,37.4443,4.3380,29.4264,20.0232,12553.0000,0.7530,0.3126,7.2445,19.6814,6.3498,15.3267,0.0502,24.2147,131.1171,305.4839,0.0431,0.1847,1.2841,1.6260,0.7066,3.0995,31.2192,20.3544
0.4600,1.5876,34.1644,1.1524,16.4500,12.2562,66.6206,33.3794,4.6732,34.1644,25.1069,12665.0000,0.7263,0.3000,7.1003,18.7730,6.1228,15.0928,0.0564,23.0398,128.2873,267.6634,0.0423,0.1796,1.2438,1.3097,0.7203,3.0661,29.6458,20.7798
0.4800,1.6329,34.0621,1.2187,10.2800,8.7145,71.6455,28.3545,9.3600,33.7374,24.1048,11567.0000,0.8126,0.2842,7.1479,18.5422,6.0363,15.9784,0.0613,22.5900,103.3699,260.5893,0.0398,0.2185,1.1605,1.3111,0.7264,3.0718,27.6834,19.6630
0.5000,1.9475,40.7037,1.5400,6.2300,0.2111,86.2918,13.7082,7.2672,40.7037,24.3844,11454.0000,0.8012,0.2191,6.4452,16.5772,4.2929,11.8713,0.0454,18.2871,112.9281,261.5176,0.0340,0.1619,1.3964,0.7708,0.6610,3.8616,26.4302,14.8169
0.5200,1.6962,38.7269,1.5086,11.3300,6.4993,75.5107,24.4893,6.6600,38.4231,26.4280,19334.0000,0.6294,0.1893,4.0754,15.9658,3.8632,10.6953,0.0287,14.7467,68.9606,372.4393,0.0464,0.2138,1.4928,0.7090,0.5091,4.1328,25.4697,16.9924
0.5400,1.7359,37.5106,1.2920,14.5400,8.4685,72.7705,27.2295,4.2210,37.5106,25.2101,15445.0000,0.6421,0.1832,4.2232,15.7827,4.0028,10.2276,0.0253,15.0232,67.2712,404.8738,0.0434,0.2233,1.5431,0.7916,0.5328,3.9429,29.0327,15.9284
0.5600,1.8317,39.9126,1.4469,15.2720,2.2225,76.3855,23.6145,6.1200,39.5743,25.2065,13123.0000,0.5315,0.1858,4.5945,16.6891,4.1406,9.4085,0.0240,16.7262,52.0057,391.5028,0.0404,0.3216,1.7738,0.6503,0.5345,4.0306,27.3519,17.7029
0.5800,1.9154,38.2263,1.3586,14.0293,5.9862,74.5413,25.4587,5.4432,38.2263,23.2837,14009.0000,0.5032,0.2123,5.7664,16.8830,4.7729,10.9281,0.0277,19.2208,68.8212,394.1074,0.0368,0.2793,1.5449,0.8044,0.6368,3.5373,28.1371,21.7160
0.6000,1.7722,35.4480,1.2464,13.0490,12.7922,69.2988,30.7012,4.8600,35.0728,23.0890,16445.0000,0.5815,0.2477,6.2841,16.6323,5.5036,11.1671,0.0315,22.6316,66.8467,354.1592,0.0394,0.3386,1.4894,0.8959,0.7236,3.0221,28.1384,19.2036
0.6200,1.6776,35.4910,1.2653,12.0300,15.9808,69.2074,30.7926,2.7818,35.4910,24.6810,17829.0000,0.8710,0.3288,9.2231,19.8271,7.2298,17.8287,0.0473,34.0987,110.7820,376.9433,0.0357,0.3078,1.1121,1.4090,0.8464,2.7424,28.0486,20.4692
0.6400,1.7256,32.6558,1.2031,14.2300,21.3262,63.7238,36.2762,0.7200,32.3593,21.8775,17023.0000,1.2554,0.4540,11.4397,24.6672,9.9519,20.1871,0.0580,39.0049,118.3038,347.9577,0.0397,0.3297,1.2219,1.6779,0.8856,2.4786,26.8961,16.0801
0.6600,1.6703,28.9879,1.0802,14.3400,28.0976,57.1061,42.8939,0.4563,28.9879,20.2473,23223.0000,1.0029,0.4239,8.7212,20.2081,9.2298,18.8276,0.0549,38.0298,98.2712,342.7676,0.0486,0.3870,1.0733,1.7429,0.9093,2.1894,26.8347,18.7732
0.6800,1.7060,30.0863,1.1529,15.6700,23.9614,59.8286,40.1714,0.5400,29.7895,20.3723,21564.0000,0.8479,0.3216,8.0937,13.8250,6.9834,14.5450,0.0401,25.9858,86.6569,362.9275,0.0397,0.2999,0.9505,1.2616,1.1138,1.9797,25.8379,17.1543
0.7000,1.6745,28.1038,1.1064,14.3300,29.8594,55.0835,44.9165,0.7272,28.1038,19.5808,21784.0000,0.9981,0.3009,7.6787,15.4872,6.2298,13.0983,0.0419,23.2898,89.2871,312.3985,0.0392,0.2608,1.1824,1.1838,0.9175,2.4860,25.4002,13.1232
0.7200,1.5632,35.3855,1.2230,15.6000,15.9830,68.0570,31.9430,0.3600,35.0805,26.1817,18668.0000,0.6276,0.2545,6.2565,16.1102,5.3647,12.3000,0.0425,22.1117,91.9999,289.2919,0.0407,0.2403,1.3098,1.0057,0.7372,3.0030,28.6837,19.5994
0.7400,1.8603,35.9864,1.4066,14.2200,15.5646,69.4537,30.5463,0.7617,35.9864,22.5681,16664.0000,0.7712,0.2763,5.8829,16.8229,5.0098,13.4857,0.0431,19.8288,87.2284,312.9387,0.0470,0.2273,1.2475,0.9587,0.6639,3.3580,25.5840,17.4867
0.7600,1.8440,33.1765,1.3972,13.9280,21.2025,63.5735,36.4265,1.2960,32.8958,20.8124,17005.0000,0.8477,0.2369,5.6661,13.6153,4.8801,14.2106,0.0445,17.9499,81.1655,319.3138,0.0418,0.2212,0.9581,1.0171,0.7920,2.7900,23.5448,16.7647
0.7800,2.0193,31.2694,1.5595,8.2300,30.7225,60.0372,39.9628,1.0103,31.2694,18.0657,20066.0000,0.8221,0.2573,5.8730,14.7287,5.0992,14.2783,0.0473,19.0983,109.8274,301.9420,0.0438,0.1739,1.0315,0.9155,0.7624,2.8884,20.0503,17.3680
0.8000,1.7985,31.7941,1.1487,5.6700,32.2283,61.7417,38.2583,0.3600,31.4662,20.4117,16554.0000,0.7655,0.2793,6.0594,15.7399,5.2975,14.3713,0.0573,20.1833,114.2284,250.9520,0.0461,0.1767,1.0952,1.2511,0.7393,2.9712,27.3927,18.7734
0.8200,1.6566,31.4583,0.8699,8.9820,30.0825,60.7144,39.2856,0.2211,31.4583,22.1550,12112.0000,1.0922,0.2983,6.4503,14.2871,5.4438,13.0829,0.0529,20.0029,101.0283,247.1351,0.0462,0.1980,1.0920,1.5039,0.8534,2.6245,36.1627,11.9785
0.8400,1.4879,22.3884,0.6600,9.1200,46.7107,43.6293,56.3707,0.5400,22.2201,17.4232,17556.0000,1.4242,0.3056,6.7983,12.6079,5.7728,12.6746,0.0469,19.1411,81.4552,270.0783,0.0450,0.2350,0.9947,1.9204,1.0213,2.1840,33.6676,8.8994
0.8600,1.5519,23.1381,0.6610,7.8290,46.1341,45.8134,54.1866,0.2235,23.1381,17.3943,17556.0000,1.2278,0.3291,6.9202,13.2292,6.3498,12.9982,0.0479,19.8278,87.2983,271.4580,0.0476,0.2271,1.0178,1.9664,1.0280,2.0834,35.0031,10.5866
0.8800,1.6162,23.5823,0.6626,5.4820,47.3465,46.4515,53.5485,0.7200,23.3758,16.8736,17445.0000,1.0504,0.3187,7.5935,13.3949,6.2910,13.4742,0.0519,20.4871,77.0780,259.8611,0.0420,0.2658,0.9941,2.0336,1.0603,2.1292,35.2807,12.8281
0.9000,1.6886,23.9526,0.7419,5.6200,47.6889,46.4680,53.5320,0.2231,23.9526,16.5492,20446.0000,1.0092,0.3229,7.8829,15.3873,6.7728,14.7728,0.0524,20.3873,84.2873,281.9389,0.0410,0.2419,1.0416,1.9912,0.9734,2.2719,32.2859,14.6381
0.9200,1.8184,27.4139,0.7795,6.2300,38.9644,53.5096,46.4904,1.2960,27.1240,17.4020,24556.0000,1.0416,0.3305,8.1349,14.8418,6.8668,15.6116,0.0575,21.5774,82.8545,271.4584,0.0406,0.2604,0.9507,2.0027,1.0330,2.1614,34.7960,14.9879
0.9400,1.9545,30.2521,0.7990,7.1200,33.6561,58.9917,41.0083,0.2322,30.2521,18.0580,22432.0000,1.0229,0.3065,8.0229,15.2871,6.4584,14.2872,0.0573,22.0220,97.2871,249.3473,0.0382,0.2264,1.0700,1.7880,0.9673,2.3670,37.8603,13.9673
0.9600,2.1854,34.0035,0.7762,7.4500,24.1278,64.2822,35.7178,4.1400,33.6922,17.9864,19112.0000,1.2190,0.2833,7.5661,17.4108,5.8173,13.5596,0.0595,26.6975,101.3093,228.0115,0.0374,0.2635,1.2840,1.7470,0.7850,2.9929,43.4081,11.1239
0.9800,2.2641,35.2146,0.7027,7.8900,18.6039,66.9078,33.0922,6.5983,35.2146,18.1459,15667.0000,1.3338,0.2534,6.8822,18.0029,5.6278,13.6255,0.0524,24.0592,100.2983,260.0377,0.0368,0.2399,1.3213,1.9391,0.7090,3.1989,50.1162,10.2156
1.0000,2.2616,36.4754,0.6845,7.6700,15.6177,68.6123,31.3877,8.1000,36.2153,18.6819,12556.0000,1.7889,0.2589,6.4172,18.2104,5.4137,13.0011,0.0587,22.8219,99.8571,221.4555,0.0403,0.2285,1.4007,1.8994,0.6639,3.3638,52.9091,7.2676
1.0200,2.1910,36.6585,0.7044,7.3200,16.1963,68.1849,31.8151,8.2988,36.6585,19.5204,16117.0000,1.2209,0.2212,5.7287,20.2298,4.7627,12.0029,0.0648,23.0948,120.3821,185.1240,0.0386,0.1918,1.6854,1.7039,0.5295,4.2476,52.0400,9.8311
1.0400,2.4291,39.5614,0.6738,9.8200,4.1164,73.1036,26.8964,12.9600,39.1516,18.8037,12654.0000,0.8854,0.1990,4.8511,21.8952,4.1388,10.0404,0.0682,24.0215,140.4188,147.1222,0.0410,0.1711,2.1807,1.4902,0.4197,5.2902,58.1077,11.3406
1.0600,2.2770,37.0726,0.5831,8.9200,11.8252,67.4720,32.5280,11.7827,37.0726,18.9946,17445.0000,2.3392,0.1778,4.2238,21.1292,4.0093,11.2717,0.0719,21.0293,137.2983,156.7071,0.0421,0.1532,1.8745,1.9330,0.3981,5.2701,63.5780,4.8186
1.0800,2.1060,39.4606,0.6344,9.2030,3.4483,76.0087,23.9913,11.3400,39.3384,21.7925,12887.0000,3.8929,0.1519,3.9987,21.1803,3.7639,9.1656,0.0775,22.8614,135.2268,118.2269,0.0380,0.1691,2.3108,1.4448,0.3737,5.6273,62.0081,2.3545
1.1000,2.2633,37.9999,0.5286,9.5800,4.3953,73.7198,26.2802,12.3049,37.9999,19.5882,27665.0000,1.9820,0.1990,5.3392,19.9928,5.3473,10.2287,0.0759,25.0293,125.9212,134.7154,0.0373,0.1988,1.9546,1.9349,0.5445,3.7389,71.8816,5.1608
1.1200,2.1943,32.4582,0.4571,9.7600,11.9626,64.9574,35.0426,13.3200,32.0837,17.0586,16554.0000,1.7179,0.2598,6.6756,19.8016,5.1834,12.0423,0.0748,26.1034,127.7893,160.9894,0.0389,0.2043,1.6443,2.6346,0.6120,3.8202,70.1924,7.0098
1.1400,2.0965,30.5825,0.4332,9.0100,22.2887,58.7185,41.2815,9.9829,30.5825,17.0185,18556.0000,1.4452,0.2773,7.8827,19.7827,5.4764,13.8212,0.0703,30.9283,130.2981,196.6080,0.0352,0.2374,1.4313,3.1902,0.6893,3.6124,70.5901,9.5635
1.1600,2.1454,31.0446,0.4302,8.7800,21.9525,61.8875,38.1125,7.3800,30.5884,16.6340,18155.0000,1.1332,0.2900,7.7392,19.2867,5.3894,12.6075,0.0700,31.5836,140.0544,180.1463,0.0375,0.2255,1.5298,2.9307,0.6957,3.5786,71.1058,11.1253
1.1800,2.1639,31.9819,0.4245,8.6200,21.6019,63.3241,36.6759,6.4540,31.9819,17.2431,15334.0000,1.3382,0.2988,8.2219,19.5575,5.2662,12.8830,0.0730,33.0293,142.0382,176.4942,0.0363,0.2325,1.5181,3.0350,0.7049,3.7138,75.3429,9.6271
1.2000,2.0152,29.6929,0.3880,9.2300,16.3065,59.6495,40.3505,14.8140,29.2736,16.9477,12663.0000,1.3747,0.3106,8.7345,19.4042,5.8550,13.4868,0.0739,34.2501,148.7189,182.4448,0.0356,0.2303,1.4388,3.4755,0.7679,3.3141,75.4376,9.8108
1.2200,1.8423,26.9321,0.3455,9.6700,14.3992,54.9415,45.0585,20.9893,26.9321,17.0550,13887.0000,1.0921,0.2787,8.6272,19.7827,6.0298,14.0287,0.0733,33.0299,150.2782,191.3903,0.0323,0.2198,1.4102,4.0606,0.7550,3.2808,77.9557,12.8456
1.2400,1.9488,29.6059,0.3675,9.7800,6.3683,60.9917,39.0083,22.8600,29.2155,17.4905,12553.0000,0.8233,0.2988,8.1461,19.5212,5.5856,12.8324,0.0711,36.6315,157.9565,180.4503,0.0367,0.2319,1.5212,3.4916,0.7187,3.4949,79.4925,15.5865
1.2600,1.6892,25.7227,0.3276,9.2200,25.3190,54.5321,45.4679,10.9289,25.7227,17.7660,10643.0000,1.0299,0.3242,9.2872,17.8827,5.9827,12.5625,0.0703,35.8726,164.0283,178.7143,0.0349,0.2187,1.4235,3.8352,0.8720,2.9891,78.5279,12.1978
1.2800,1.7207,24.7187,0.3178,4.2300,35.2732,52.2168,47.7832,8.2800,24.2450,16.4390,14643.0000,1.0951,0.3682,10.1119,16.4163,6.6807,14.6904,0.0687,36.3448,173.1171,213.6862,0.0364,0.2099,1.1175,4.6230,1.0453,2.4573,76.2981,13.4150
1.3000,1.8026,26.0075,0.3552,4.5700,33.8650,52.5351,47.4649,9.0299,26.0075,16.8326,12554.0000,1.1128,0.4234,12.2202,15.2983,7.2873,17.5443,0.0722,34.9283,170.2983,242.9034,0.0346,0.2051,0.8720,4.9388,1.3028,2.0993,73.2128,15.7659
1.3200,1.4685,19.4836,0.2693,4.8700,44.3429,41.4271,58.5729,9.3600,19.0249,15.1143,15225.0000,1.1925,0.4759,12.9205,14.1724,8.3774,18.0001,0.0835,33.8504,185.0165,215.4575,0.0368,0.1830,0.7873,6.6838,1.5364,1.6917,70.6433,15.0943
1.3400,1.5201,21.9672,0.3641,6.1200,36.2796,46.5705,53.4295,11.0299,21.9672,16.8601,12532.0000,1.0298,0.4573,12.4543,14.0029,8.1183,16.9828,0.0820,31.2293,176.2983,207.0076,0.0367,0.1771,0.8245,4.6640,1.5018,1.7249,60.3286,16.4913
1.3600,1.4547,21.5938,0.3517,5.7800,44.8843,46.6357,53.3643,2.7000,21.2445,17.0378,12664.0000,0.9861,0.4368,12.2099,13.8018,8.2226,17.5239,0.0832,37.0582,174.4046,210.5597,0.0358,0.2125,0.7876,4.9820,1.5121,1.6785,60.3970,17.7708
